"gvkey","tic","conm","prccq"
7163,"SPGI","S&P GLOBAL INC",145.99
7171,"MCK","MCKESSON CORP",164.54
7179,"MCRAA","MCRAE INDUSTRIES  -CL A",30.5
7183,"MKTY","MECHANICAL TECHNOLOGY INC",1.0999
7185,"GENC","GENCOR INDUSTRIES INC",16.2
7228,"MDT","MEDTRONIC PLC",83.09
7232,"PSSR","PASSUR AEROSPACE INC",4.4
7241,"CVS","CVS HEALTH CORP",80.46
7257,"MRK","MERCK & CO",64.09
7260,"MDP","MEREDITH CORP",59.45
7275,"MLAB","MESA LABORATORIES INC",143.31
7277,"MTR","MESA ROYALTY TRUST",11.7
7279,"MSB","MESABI TRUST",15.3
7291,"MEI","METHODE ELECTRONICS INC",44.55
7295,"EVI","ENVIROSTAR INC",27.05
7309,"MXC","MEXCO ENERGY CORP",4.307
7315,"SIEB","SIEBERT FINANCIAL CORP",3.94
7316,"MIK","MICHAELS COS INC",23.36
7343,"MU","MICRON TECHNOLOGY INC",30.77
7344,"MPAD","MICROPAC INDUSTRIES INC",8.3
7346,"MSCC","MICROSEMI CORP",46.8
7350,"MFCO","MICROWAVE FILTER CO INC",0.6154
7366,"ETR","ENTERGY CORP",76.77
7368,"MSEX","MIDDLESEX WATER CO",39.6
7389,"MKRS","MIKROS SYSTEMS CORP",0.588
7401,"MLHR","MILLER (HERMAN) INC",31.55
7402,"MLLS","MILLER INDUSTRIES INC",0.4
7420,"MSA","MSA SAFETY INC",81.17
7422,"XCOOQ","EXCO RESOURCES INC",2.65
7435,"MMM","3M CO",208.19
7437,"ALE","ALLETE INC",71.68
7471,"MITSY","MITSUI & CO LTD",285.778
7486,"MOD","MODINE MANUFACTURING CO",16.55
7512,"MCEM","MONARCH CEMENT CO",50
7525,"MNR","MONMOUTH RE INVESTMENT CP",15.05
7526,"QDEL","QUIDEL CORP",27.14
7549,"MOG.A","MOOG INC  -CL A",71.72
7566,"RT","RUBY TUESDAY INC",2.2
7585,"MSI","MOTOROLA SOLUTIONS INC",86.74
7620,"MUR","MURPHY OIL CORP",25.63
7632,"INTG","INTERGROUP CORP",25.4016
7636,"MYE","MYERS INDUSTRIES INC",17.95
7637,"MYL","MYLAN NV",38.82
7647,"BAC","BANK OF AMERICA CORP",24.26
7648,"NCR","NCR CORP",40.84
7658,"NL","NL INDUSTRIES",7.05
7662,"BMRA","BIOMERICA INC",2.5
7682,"NANO","NANOMETRICS INC",25.29
7685,"NSSC","NAPCO SECURITY TECH INC",9.4
7696,"NATH","NATHAN'S FAMOUS INC",63
7733,"NFG","NATIONAL FUEL GAS CO",55.84
7741,"NHC","NATIONAL HEALTHCARE CORP",70.14
7750,"THC","TENET HEALTHCARE CORP",19.34
7759,"GPX","GP STRATEGIES CORP",26.4
7762,"NPK","NATIONAL PRESTO INDS INC",110.5
7767,"PRSRF","PARA RESOURCES INC",0.22
7770,"HLNFF","HIGH LINER FOODS INC",17.49
7799,"NATR","NATURES SUNSHINE PRODS INC",13.25
7841,"CRMZ","CREDITRISKMONITOR.COM INC",2.35
7849,"NJR","NEW JERSEY RESOURCES CORP",39.7
7863,"NULM","NEW ULM TELECOM INC",11.9
7866,"NYT","NEW YORK TIMES CO  -CL A",17.7
7875,"NWL","NEWELL BRANDS INC",53.62
7881,"NEM","NEWMONT MINING CORP",32.39
7882,"NR","NEWPARK RESOURCES",7.35
7906,"NKE","NIKE INC",52.99
7908,"NTTYY","NIPPON TELEGRAPH & TELEPHONE",47.259
7911,"NOBH","NOBILITY HOMES INC",16.5
7912,"NBL","NOBLE ENERGY INC",28.3
7914,"NROM","NOBLE ROMANS INC",0.47
7921,"NDSN","NORDSON CORP",125.2
7922,"JWN","NORDSTROM INC",48.27
7923,"NSC","NORFOLK SOUTHERN CORP",121.7
7938,"NC","NACCO INDUSTRIES  -CL A",70.85
7951,"MOV","MOVADO GROUP INC",23.4
7959,"NRT","NORTH EUROPEAN OIL RTY TR",7.11
7970,"ES","EVERSOURCE ENERGY",60.71
7974,"NI","NISOURCE INC",25.36
7977,"XEL","XCEL ENERGY INC",45.88
7982,"NTRS","NORTHERN TRUST CORP",97.21
7985,"NOC","NORTHROP GRUMMAN CORP",256.71
7991,"TEX","TEREX CORP",37.5
7993,"NWN","NORTHWEST NATURAL GAS CO",59.85
8001,"NWE","NORTHWESTERN CORP",61.02
8007,"WFC","WELLS FARGO & CO",55.41
8020,"NVO","NOVO NORDISK A/S",42.89
8030,"NUE","NUCOR CORP",57.87
8060,"NEWT","NEWTEK BUSINESS SERVICES CP",16.29
8068,"OXY","OCCIDENTAL PETROLEUM CORP",59.87
8073,"OBCI","OCEAN BIO-CHEM INC",4.1
8079,"OII","OCEANEERING INTERNATIONAL",22.84
8087,"ITI","ITERIS INC",6.22
8092,"BRS","BRISTOW GROUP INC",7.65
8099,"FE","FIRSTENERGY CORP",29.16
8105,"ODC","OIL DRI CORP AMERICA",40.69
8113,"OGE","OGE ENERGY CORP",34.79
8123,"OLN","OLIN CORP",30.28
8148,"OLP","ONE LIBERTY PROPERTIES INC",23.43
8151,"OKE","ONEOK INC",52.16
8169,"ORBK","ORBOTECH LTD",32.62
8176,"ORBT","ORBIT INTERNATIONAL CORP",4.26
8199,"OTTR","OTTER TAIL CORP",39.6
8210,"OSG","OVERSEAS SHIPHOLDING GROUP",2.66
8213,"OMI","OWENS & MINOR INC",32.19
8214,"OC","OWENS CORNING",66.92
8215,"OI","OWENS-ILLINOIS INC",23.92
8219,"OXM","OXFORD INDUSTRIES INC",57.98
8229,"PFIN","P & F INDUSTRIES  -CL A",6.05
8240,"PHH","PHH CORP",13.77
8245,"PNC","PNC FINANCIAL SVCS GROUP INC",124.87
8247,"PPG","PPG INDUSTRIES INC",109.96
8253,"PCAR","PACCAR INC",66.04
8264,"PCG","PG&E CORP",66.37
8266,"UWN","NEVADA GOLD & CASINOS INC",2.22
8272,"SRE","SEMPRA ENERGY",112.75
8307,"SMM","SALIENT MIDSTREAM & MLP FUND",12.22
8334,"PAR","PAR TECHNOLOGY CORP",8.51
8336,"PARF","PARADISE INC",31
8348,"PKE","PARK ELECTROCHEMICAL CORP",16.9
8350,"PKOH","PARK OHIO HOLDINGS CORP",38.1
8356,"ECORF","ELCORA ADVANCED MATERIALS CP",0.185
8357,"PKD","PARKER DRILLING CO",1.35
8358,"PH","PARKER-HANNIFIN CORP",159.82
8386,"PATK","PATRICK INDUSTRIES INC",72.85
8387,"GDP","GOODRICH PETROLEUM CORP",12.1547
8402,"PAYX","PAYCHEX INC",59.23
8431,"AFG","AMERICAN FINANCIAL GROUP INC",99.37
8440,"PVAC","PENN VIRGINIA CORP",36.75
8446,"JCP","PENNEY (J C) CO",5.38
8455,"PPL","PPL CORP",38.66
8457,"PEI","PENNSYLVANIA RE INVS TRUST",11.32
8463,"PNR","PENTAIR PLC",66.54
8486,"TPC","TUTOR PERINI CORP",28.75
8493,"PBT","PERMIAN BASIN ROYALTY TRUST",8.7
8512,"PDCE","PDC ENERGY INC",43.11
8515,"PHIIK","PHI INC",9.76
8530,"PFE","PFIZER INC",33.59
8539,"EXC","EXELON CORP",36.07
8542,"WTR","AQUA AMERICA INC",33.3
8543,"MO","ALTRIA GROUP INC",74.47
8544,"PHI","PLDT INC",35.31
8546,"PHG","KONINKLIJKE PHILIPS NV",35.82
8549,"COP","CONOCOPHILLIPS",43.96
8551,"PVH","PVH CORP",101.03
8579,"PIR","PIER 1 IMPORTS INC/DE",5.01
8582,"SENEA","SENECA FOODS CORP",31.05
8599,"AGYS","AGILYSYS INC",10.12
8605,"PJC","PIPER JAFFRAY COS",59.95
8606,"PBI","PITNEY BOWES INC",15.1
8611,"PW","POWER REIT",7.54
8633,"PLT","PLANTRONICS INC",52.31
8644,"KGC","KINROSS GOLD CORP",4.07
8661,"IPDN","PROFESSIONAL DIVERSITY NETWK",6.88
8666,"POLXF","POLYDEX PHARMACEUTICALS LTD",1.5
8692,"PCH","POTLATCH CORP",45.7
8699,"POWL","POWELL INDUSTRIES INC",31.99
8702,"PWCDF","POWER CORP CANADA",29.58
8762,"PG","PROCTER & GAMBLE CO",87.15
8807,"PNM","PNM RESOURCES INC",38.25
8810,"PEG","PUBLIC SERVICE ENTRP GRP INC",43.01
8823,"PHM","PULTEGROUP INC",24.53
8826,"PCYO","PURE CYCLE CORP",7.8
8832,"AGX","ARGAN INC",66.85
8850,"KWR","QUAKER CHEMICAL CORP",145.23
8858,"QSII","QUALITY SYSTEMS INC",17.21
8864,"ASYS","AMTECH SYSTEMS INC",8.44
8867,"QTM","QUANTUM CORP",7.81
8870,"QBCRF","QUEBECOR INC  -CL B",42.92
8892,"RCMT","RCM TECHNOLOGIES INC",5.05
8898,"RJF","RAYMOND JAMES FINANCIAL CORP",80.22
8901,"RES","RPC INC",20.21
8902,"RPM","RPM INTERNATIONAL INC",54.23
8947,"USLM","U S LIME & MINERALS",78.47
8958,"RAVN","RAVEN INDUSTRIES INC",31
8972,"RTN","RAYTHEON CO",161.48
8987,"IHT","INNSUITES HOSPITALITY TR",1.8956
9016,"RBC","REGAL BELOIT CORP",81.55
9023,"RGS","REGIS CORP/MN",10.27
9034,"RTMAF","REITMANS (CANADA)  -CL A",5.48
9048,"RLBY","RELIABILITY INC",0.04
9063,"AN","AUTONATION INC",42.16
9125,"RELL","RICHARDSON ELECTRONICS LTD",6.04
9135,"RICOY","RICOH CO LTD",8.829
9145,"DSVTF","DIVESTCO INC",0.065
9154,"RSKIA","RISK(GEORGE) INDUSTRIES INC",8.49
9155,"RAD","RITE AID CORP",3.41
9171,"RGCO","RGC RESOURCES INC",28.33
9203,"ROK","ROCKWELL AUTOMATION",161.96
9215,"RCI","ROGERS COMMUNICATIONS  -CL B",61.25
9216,"ROG","ROGERS CORP",108.62
9225,"ROL","ROLLINS INC",40.71
9248,"ROST","ROSS STORES INC",65
9258,"RDC","ROWAN COMPANIES PLC",10.24
9273,"RGLD","ROYAL GOLD INC",78.17
9299,"R","RYDER SYSTEM INC",71.98
9317,"SEIC","SEI INVESTMENTS CO",53.78
9323,"PGNT","PARAGON TECHNOLOGIES INC",1.51
9324,"SJW","SJW GROUP",49.18
9330,"PVCT","PROVECTUS BIOPHARMACEUTICALS",0.031
9346,"SBR","SABINE ROYALTY TRUST",38.75
9355,"SFE","SAFEGUARD SCIENTIFICS INC",11.9
9393,"SJT","SAN JUAN BASIN ROYALTY TR",6.81
9445,"SCG","SCANA CORP",67.01
9465,"SLB","SCHLUMBERGER LTD",65.84
9466,"SCHL","SCHOLASTIC CORP",42.53
9472,"SHLM","SCHULMAN (A.) INC",29.3
9490,"SCND","SCIENTIFIC INDUSTRIES INC",3.2
9521,"SLGD","SCOTT'S LIQUID GOLD",2.69
9538,"SEB","SEABOARD CORP",3995
9551,"APPS","DIGITAL TURBINE INC",1.03
9555,"SEE","SEALED AIR CORP",44.76
9590,"IIN","INTRICON CORP",8.175
9599,"SMTC","SEMTECH CORP",34.15
9611,"SCI","SERVICE CORP INTERNATIONAL",33.45
9619,"SVT","SERVOTRONICS INC",9.38
9647,"SAWLF","SHAWCOR LTD",26.48
9664,"SHEN","SHENANDOAH TELECOMMUN CO",30.7
9667,"SHW","SHERWIN-WILLIAMS CO",350.96
9698,"SIF","SIFCO INDUSTRIES",6.65
9728,"MUX","MCEWEN MINING INC",2.63
9761,"SKY","SKYLINE CORP",5.26
9771,"AOS","SMITH (A O) CORP",56.33
9777,"SJM","SMUCKER (JM) CO",126.72
9778,"SNA","SNAP-ON INC",158
9783,"KEY","KEYCORP",18.74
9815,"SON","SONOCO PRODUCTS CO",51.42
9818,"SNE","SONY CORP",38.19
9831,"SJI","SOUTH JERSEY INDUSTRIES INC",34.17
9835,"PES","PIONEER ENERGY SERVICES CORP",2.05
9846,"EIX","EDISON INTERNATIONAL",78.19
9849,"AWR","AMERICAN STATES WATER CO",47.41
9850,"SO","SOUTHERN CO",47.88
9882,"LUV","SOUTHWEST AIRLINES",62.14
9890,"SWX","SOUTHWEST GAS HOLDINGS INC",73.06
9899,"T","AT&T INC",37.73
9904,"SWN","SOUTHWESTERN ENERGY CO",6.08
9919,"SPAR","SPARTAN MOTORS INC",8.85
9922,"SPA","SPARTON CORP",21.99
9969,"STAA","STAAR SURGICAL CO",10.8
10000,"SMP","STANDARD MOTOR PRODS",52.22
10002,"CAA","CALATLANTIC GROUP INC",35.35
10008,"SXI","STANDEX INTERNATIONAL CORP",90.7
10016,"SWK","STANLEY BLACK & DECKER INC",140.73
10030,"SCX","STARRETT (L.S.) CO  -CL A",8.6
10035,"STT","STATE STREET CORP",89.73
10056,"SCL","STEPAN CO",87.14
10078,"PREIF","PRECIPITATE GOLD CORP",0.17
10086,"STC","STEWART INFORMATION SERVICES",45.38
10096,"PSA","PUBLIC STORAGE",208.53
10115,"SYK","STRYKER CORP",138.78
10121,"NAVI","NAVIENT CORP",16.65
10124,"RGR","STURM RUGER & CO INC",62.15
10137,"SMFG","SUMITOMO MITSUI FINANCIAL GR",7.86
10187,"STI","SUNTRUST BANKS INC",56.72
10190,"SVU","SUPERVALU INC",3.85
10195,"SUP","SUPERIOR INDUSTRIES INTL",20.55
10198,"SGC","SUPERIOR UNIFORM GROUP INC",22.35
10221,"SBOW","SILVERBOW RESOURCES INC",26.16
10235,"TPHS","TRINITY PLACE HOLDINGS INC",7.11
10236,"SYNL","SYNALLOY CORP",11.31
10247,"SYY","SYSCO CORP",50.33
10275,"TTDKY","TDK CORP",65.771
10305,"TSRI","TSR INC",7.35
10349,"TAYD","TAYLOR DEVICES INC",13.26
10353,"TISI","TEAM INC",23.45
10364,"TCCO","TECHNICAL COMMUNICATIONS CP",5.2
10380,"SSY","SUNLINK HEALTH SYSTEMS INC",1.66
10385,"TECK","TECK RESOURCES LTD",22.48
10390,"TRC","TEJON RANCH CO",20.64
10405,"ATI","ALLEGHENY TECHNOLOGIES INC",17.01
10407,"TFX","TELEFLEX INC",207.76
10411,"TDS","TELEPHONE & DATA SYSTEMS INC",27.75
10441,"TNC","TENNANT CO",73.8
10443,"TEN","TENNECO INC",57.83
10453,"TER","TERADYNE INC",30.03
10466,"ANDV","ANDEAVOR",93.6
10469,"CHEXF","AVIVAGEN INC",0.125
10476,"ETAH","ETERNITY HEALTHCARE INC",0.0346
10478,"TZZ.","TREZ CAPITAL MORTGAGE INVST",7.55
10499,"TXN","TEXAS INSTRUMENTS INC",76.93
10504,"TPL","TEXAS PACIFIC LAND TRUST",293.78
10519,"TXT","TEXTRON INC",47.1
10530,"TMO","THERMO FISHER SCIENTIFIC INC",174.47
10549,"THO","THOR INDUSTRIES INC",96.18
10564,"TIRTZ","TIDELANDS ROYALTY TRUST B",1.7
10565,"TDW","TIDEWATER INC",0.72
10567,"SIX","SIX FLAGS ENTERTAINMENT CORP",59.61
10581,"TKR","TIMKEN CO",46.25
10598,"TOFB","TOFUTTI BRANDS INC",1.9075
10609,"TR","TOOTSIE ROLL INDUSTRIES INC",34.85
10614,"TMK","TORCHMARK CORP",76.5
10618,"TTC","TORO CO",64.92
10619,"TTLO","TOROTEL INC",0.7851
10622,"TOSYY","TOSHIBA CORP",14.514
10631,"TSS","TOTAL SYSTEM SERVICES INC",58.25
10658,"TNLX","TRANS-LUX CORP",1.08
10671,"TRP","TRANSCANADA CORP",61.82
10685,"TRNS","TRANSCAT INC",12.15
10726,"TRCO","TRIBUNE MEDIA CO",40.77
10735,"TRN","TRINITY INDUSTRIES",28.03
10740,"TRT","TRIO-TECH INTERNATIONAL",4.98
10761,"VNRX","VOLITIONRX LTD",3.54
10777,"TWIN","TWIN DISC INC",16.14
10789,"TYL","TYLER TECHNOLOGIES INC",175.67
10791,"BTGI","BULOVA TECHNOLOGIES GP INC",0.006
10793,"TSN","TYSON FOODS INC  -CL A",62.63
10795,"UAL","UNITED CONTINENTAL HLDGS INC",75.25
10801,"UGI","UGI CORP",48.41
10816,"USG","USG CORP",29.02
10832,"UNAM","UNICO AMERICAN CORP",9.3
10839,"UFI","UNIFI INC",30.8
10840,"UNF","UNIFIRST CORP",141.7
10845,"UL","UNILEVER PLC",54.12
10846,"UN","UNILEVER NV",55.27
10860,"AEE","AMEREN CORP",54.67
10867,"UNP","UNION PACIFIC CORP",108.91
10877,"UNT","UNIT CORP",18.73
10894,"UDR","UDR INC",38.97
10902,"UG","UNITED-GUARDIAN INC",15.4535
10903,"UNH","UNITEDHEALTH GROUP INC",185.42
10916,"UMBF","UMB FINANCIAL CORP",74.86
10917,"UMH","UMH PROPERTIES INC",17.05
10920,"UPS","UNITED PARCEL SERVICE INC",110.59
10930,"UAMY","U S ANTIMONY CORP",0.39
10938,"USEG","U S ENERGY CORP/WY",0.68
10981,"ESND","ESSENDANT INC",14.83
10983,"UTX","UNITED TECHNOLOGIES CORP",122.11
10984,"S","SPRINT CORP",8.21
10991,"SGMS","SCIENTIFIC GAMES CORP",26.1
10999,"UTL","UNITIL CORP",48.31
11012,"SXT","SENSIENT TECHNOLOGIES CORP",80.53
11017,"UVV","UNIVERSAL CORP/VA",64.7
11027,"UUU","UNIVERSAL SECURITY INSTRUMNT",2.8
11032,"UHS","UNIVERSAL HEALTH SVCS INC",122.08
11051,"UTMD","UTAH MEDICAL PRODUCTS INC",72.4
11060,"VFC","VF CORP",57.6
11065,"VSEC","VSE CORP",44.98
11094,"VMI","VALMONT INDUSTRIES INC",149.6
11096,"VAL","VALSPAR CORP",112.44
11099,"VALU","VALUE LINE INC",17.48
11115,"VAR","VARIAN MEDICAL SYSTEMS INC",103.19
11124,"VECO","VEECO INSTRUMENTS INC",27.85
11161,"VII","VICON INDUSTRIES INC",0.585
11169,"VIDE","VIDEO DISPLAY CORP",0.95
11178,"VLGEA","VILLAGE SUPER MARKET  -CL A",26.39
11185,"VIRC","VIRCO MFG. CORP",4.5
11191,"VSH","VISHAY INTERTECHNOLOGY INC",16.6
11213,"VISI","VOLT INFO SCIENCES INC",6.45
11217,"VLVLY","VOLVO AB",17.05
11220,"VNO","VORNADO REALTY TRUST",93.9
11228,"VMC","VULCAN MATERIALS CO",126.68
11234,"WDFC","WD-40 CO",105.7
11258,"WJXFF","WAJAX CORP",22.64
11259,"WMT","WAL-MART STORES INC",75.18
11264,"WBA","WALGREENS BOOTS ALLIANCE INC",81.02
11296,"WGL","WGL HOLDINGS INC",83.43
11300,"GHC","GRAHAM HOLDINGS CO",599.65
11301,"WRE","WASHINGTON REIT",31.9
11302,"WSCI","WSI INDUSTRIES INC",3.15
11304,"AVA","AVISTA CORP",42.46
11313,"WSO","WATSCO INC",154.2
11340,"WRI","WEINGARTEN REALTY INVST",30.1
11343,"WMK","WEIS MARKETS INC",48.72
11361,"AGNU","AG&E HOLDINGS INC",0.2151
11372,"GBR","NEW CONCEPT ENERGY INC",1.39
11376,"WST","WEST PHARMACEUTICAL SVSC INC",94.52
11399,"WDC","WESTERN DIGITAL CORP",88.6
11409,"CHJI","CHINA CHANGJIANG MINING & NE",0.04
11440,"WLB","WESTMORELAND COAL CO",4.87
11443,"WNGRF","WESTON (GEORGE) LTD",117.39
11455,"WEYS","WEYCO GROUP INC",27.88
11456,"WY","WEYERHAEUSER CO",33.5
11462,"HNH","HANDY & HARMAN LTD",31.4
11465,"WHR","WHIRLPOOL CORP",191.62
11499,"JW.A","WILEY (JOHN) & SONS  -CL A",52.7
11506,"WMB","WILLIAMS COS INC",30.28
11511,"WSM","WILLIAMS-SONOMA INC",54.05
11537,"WGO","WINNEBAGO INDUSTRIES",24.5
11538,"JAX","J. ALEXANDER'S HOLDINGS INC",12.25
11550,"WEC","WEC ENERGY GROUP INC",61.38
11554,"LNT","ALLIANT ENERGY CORP",40.17
11566,"WWW","WOLVERINE WORLD WIDE",28.01
11580,"WWD","WOODWARD INC",67.58
11584,"FL","FOOT LOCKER INC",77.34
11600,"WOR","WORTHINGTON INDUSTRIES",41.97
11632,"IFABF","IFABRIC CORP",2.36
11636,"XRX","XEROX CORP",28.73
11644,"KEG","KEY ENERGY SERVICES INC",19.24
11649,"YRCW","YRC WORLDWIDE INC",11.12
11657,"YORW","YORK WATER CO",34.85
11670,"HRG","HRG GROUP INC",17.71
11672,"TJX","TJX COMPANIES INC",78.64
11687,"ZION","ZIONS BANCORPORATION",43.91
11703,"FLUX","FLUX POWER HOLDINGS INC",0.047
11721,"OSK","OSHKOSH CORP",68.88
11729,"WTM","WHITE MTNS INS GROUP LTD",868.63
11739,"CLDS","CLOUD SECURITY CORP",1.44
11745,"QLYS","QUALYS INC",40.8
11749,"SKFRY","SKF AB",20.238
11756,"ALEX","ALEXANDER & BALDWIN INC",41.38
11770,"SF","STIFEL FINANCIAL CORP",45.98
11779,"MCCHF","MCCHIP RESOURCES INC",0.495
11781,"ECA","ENCANA CORP",8.8
11787,"SRSCQ","SEARS CANADA INC",1.4
11796,"LCII","LCI INDUSTRIES",102.4
11805,"CASM","CAS MEDICAL SYSTEMS INC",1.16
11811,"JKHY","HENRY (JACK) & ASSOCIATES",103.87
11842,"ASB","ASSOCIATED BANC-CORP",25.2
11854,"NMIH","NMI HOLDINGS INC",11.45
11856,"BBT","BB&T CORP",45.41
11861,"VLY","VALLEY NATIONAL BANCORP",11.81
11872,"ARKR","ARK RESTAURANTS CORP",24.25
11885,"PPCB","PROPANC BIOPHARMA INC",0.97
11896,"FMBI","FIRST MIDWEST BANCORP INC",23.31
11922,"NGVC","NATURAL GROCERS VITAMIN CTGE",8.27
11923,"APC","ANADARKO PETROLEUM CORP",45.34
11925,"NE","NOBLE CORP PLC",3.62
11929,"ACUR","ACURA PHARMACEUTICALS INC",0.56
11930,"CAW","CCA INDUSTRIES INC",3.3
11944,"TUES","TUESDAY MORNING CORP",1.9
11957,"TOF.UN","TAYLOR NORTH AMER EQUITY OPP",12.23
11976,"RMCF","ROCKY MOUNTAIN CHOC FACT INC",12.01
12010,"I","INTELSAT SA",3.06
12031,"MJTV","MICHAEL JAMES ENTERPRISES",0.0025
12081,"LAND","GLADSTONE LAND CORP",11.67
12088,"ALTX","ALTEX INDUSTRIES INC",0.0859
12096,"DGSE","DGSE COMPANIES INC",1.67
12123,"BIG","BIG LOTS INC",50.49
12124,"MS","MORGAN STANLEY",44.56
12138,"TROW","PRICE (T. ROWE) GROUP",74.21
12140,"NNN","NATIONAL RETAIL PROPERTIES",39.1
12141,"MSFT","MICROSOFT CORP",68.93
12142,"ORCL","ORACLE CORP",45.39
12151,"COTY","COTY INC",18.76
12171,"TECD","TECH DATA CORP",95.65
12181,"RGEN","REPLIGEN CORP",41.44
12198,"CFWFF","CALFRAC WELL SERVICES LTD",2.51
12215,"CY","CYPRESS SEMICONDUCTOR CORP",13.65
12234,"SIGM","SIGMA DESIGNS INC",6.2
12250,"AMAG","AMAG PHARMACEUTICALS INC",18.4
12252,"XOMA","XOMA CORP",6.99
12262,"ASTE","ASTEC INDUSTRIES INC",55.51
12266,"WERN","WERNER ENTERPRISES INC",29.35
12294,"MPLX","MPLX LP",33.4
12304,"DLHC","DLH HOLDINGS CORP",5.39
12321,"VGZ","VISTA GOLD CORP",0.87
12368,"SVCBY","SCA-SVENSKA CELLULOSA AB",7.558
12377,"REFR","RESEARCH FRONTIERS INC",1.29
12379,"AMWD","AMERICAN WOODMARK CORP",91.9
12383,"NHYDY","NORSK HYDRO ASA",5.525
12384,"RDS.A","ROYAL DUTCH SHELL PLC",53.19
12389,"HOG","HARLEY-DAVIDSON INC",54.02
12392,"SKYW","SKYWEST INC",35.1
12395,"TOL","TOLL BROTHERS INC",35.99
12403,"FRED","FREDS INC",14.72
12407,"GROW","U S GLOBAL INVESTORS INC",1.52
12413,"EGL","ENGILITY HOLDINGS INC",28.4
12421,"TWMC","TRANS WORLD ENTMT CORP",1.9
12428,"POR","PORTLAND GENERAL ELECTRIC CO",45.69
12432,"HCLP","HI-CRUSH PARTNERS LP",10.85
12433,"VIVO","MERIDIAN BIOSCIENCE INC",15.75
12441,"IT","GARTNER INC",123.51
12445,"WTS","WATTS WATER TECHNOLOGIES INC",63.2
12458,"PDEX","PRO-DEX INC/CO",6.15
12459,"NVR","NVR INC",2410.61
12471,"INT","WORLD FUEL SERVICES CORP",38.45
12482,"CLFD","CLEARFIELD INC",13.2
12522,"RADA","RADA ELECTRONIC INDS",1.8028
12540,"ADBE","ADOBE SYSTEMS INC",141.86
12544,"JOE","ST JOE CO",18.75
12545,"HHS","HARTE HANKS INC",1.03
12556,"PMULF","PURE MULTI-FAMILY REIT LP",6.7028
12568,"DJCO","DAILY JOURNAL CORP",209.94
12573,"HSTC","HST GLOBAL INC",0.006
12575,"CYAN","CYANOTECH CORP",3.55
12578,"VHI","VALHI INC",2.98
12589,"EHC","ENCOMPASS HEALTH CORP",48.4
12597,"LAKE","LAKELAND INDUSTRIES INC",10.65
12598,"PTSI","P.A.M. TRANSPORTATION SVCS",18.95
12603,"CNO","CNO FINANCIAL GROUP INC",20.88
12615,"MHO","M/I HOMES INC",28.55
12616,"WACLY","WACOAL HOLDINGS CORP",67.595
12625,"MRTN","MARTEN TRANSPORT LTD",27.4
12635,"FISV","FISERV INC",122.34
12647,"BHR.","BLACKHEATH RESOURCES INC",0.06
12673,"BCS","BARCLAYS PLC",10.59
12684,"HEMA","HEMACARE CORP",2.65
12689,"KBH","KB HOME",20.98
12711,"CVM","CEL-SCI CORP",2.23
12713,"ABEO","ABEONA THERAPEUTICS INC",6.4
12717,"ITUS","ITUS CORP",1.95
12719,"BVX","BOVIE MEDICAL CORP",2.47
12722,"IBAL","INTERNATIONAL BALER CORP",2.03
12726,"UNM","UNUM GROUP",46.63
12731,"VRTC","VERITEC INC",0.1223
12743,"DWWEF","DIAMOND ESTATES WINES & SPIR",0.305
12756,"CCE","COCA-COLA EUROPEAN PARTNERS",40.67
12761,"STKL","SUNOPTA INC",10.2
12778,"NOKAF","PACTON GOLD INC",0.155
12785,"PPC","PILGRIM'S PRIDE CORP",21.92
12796,"CLGX","CORELOGIC INC",43.38
12803,"GIMO","GIGAMON INC",39.35
12804,"VSRI","VERSAR INC",1.49
12807,"GTII","GLOBAL TECH INDS GROUP INC",0.058
12818,"ISR","ISORAY INC",0.625
12825,"JJSF","J & J SNACK FOODS CORP",132.07
12833,"DKL","DELEK LOGISTICS PARTNERS LP",32.75
12840,"HTLD","HEARTLAND EXPRESS INC",20.82
12850,"CERN","CERNER CORP",66.47
12860,"LMEFF","LAURION MINERALS EXPL INC",0.03
12874,"ICAD","ICAD INC",4.19
12879,"SCIE","SPECTRASCIENCE INC",3e-04
12886,"FOXA","TWENTY-FIRST CENTURY FOX INC",28.34
12892,"SUN","SUNOCO LP",30.61
12909,"MKL","MARKEL CORP",975.86
12915,"OSUR","ORASURE TECHNOLOGIES INC",17.26
12926,"FRPH","FRP HOLDINGS INC",46.15
12942,"RGRX","REGENERX BIOPHARMACEUTICALS",0.27
12945,"PLXS","PLEXUS CORP",52.57
12956,"IOR","INCOME OPPORTUNITY RLTY INVS",9.4
12964,"CDZI","CADIZ INC",13.5
12972,"IMKTA","INGLES MARKETS INC  -CL A",33.3
12976,"SHOS","SEARS HOMETOWN & OUTLET STR",3.35
12986,"KTGDF","K2 GOLD CORPORATION",0.405
12987,"XSPA","XPRESSPA GROUP INC",1.65
12988,"AWGI","AMBIENT WATER CORP",2e-04
12994,"EGAS","GAS NATURAL INC",12.925
13030,"SEMUF","SIEM INDUSTRIES INC",60
13041,"SNV","SYNOVUS FINANCIAL CORP",44.24
13071,"RDNT","RADNET INC",7.75
13089,"SMS.","SUSTAINCO INC",0.105
13092,"JACK","JACK IN THE BOX INC",98.5
13106,"RCHA","RICH PHARMACEUTICALS INC",7e-04
13125,"HCP","HCP INC",31.96
13128,"EEI","ECOLOGY AND ENVIRONMENT INC",10.6253
13142,"CMO","CAPSTEAD MORTGAGE CORP",10.43
